huc12id,devAge2,grass,paved,pm25_na,sqrt_CO2_road,sqrt_traffic
1.711E+11,-3.033139547,-0.72723477,-1.800002466,-2.442205551,-1.874041872,-1.143347345
1.711E+11,-3.174531672,-1.452693017,-1.910881261,-6.150572522,-2.06977101,-1.174138783
1.711E+11,-3.186687849,-1.464522008,-1.910940715,-5.165381653,-2.05774287,-1.175678427
1.711E+11,-3.112560911,-1.452604921,-1.902338932,-6.173028525,-2.067539782,-1.169192544
1.711E+11,-3.151504055,-1.453005509,-1.898287031,-5.888531301,-1.947762546,-1.145571337
1.711E+11,-3.170030528,-1.375659316,-1.87663468,-4.143845827,-1.963236001,-1.159002424
1.711E+11,-3.139617252,-1.434298563,-1.889386903,-4.972290887,-2.015008574,-1.160938154
1.711E+11,-3.186404636,-1.458429823,-1.906229721,-5.061720503,-2.051677528,-1.174814431
1.711E+11,-3.183829383,-1.412381839,-1.905126816,-4.920694925,-2.036451568,-1.176937763
1.711E+11,-3.123413999,-1.290310731,-1.878464768,-3.938110587,-1.969448329,-1.151824199
1.711E+11,-3.18586568,-1.230500203,-1.878747236,-4.17839939,-1.973854941,-1.154608328
1.711E+11,-3.156360632,-0.115087434,-1.829318687,-2.600275911,-1.862911164,-1.147049706
1.711E+11,-3.150604012,-0.861325034,-1.863110196,-3.531628608,-1.931264943,-1.153250853
1.711E+11,-3.163841108,-1.304580055,-1.887452167,-4.707097699,-2.00372342,-1.166569664
1.711E+11,-3.07107952,0.527402605,-1.776814304,-2.451876939,-1.746217882,-1.113003663
1.711E+11,-3.108755792,0.897380807,-1.791981827,-2.223412398,-1.793831099,-1.13802933
1.711E+11,-3.160050534,-0.418038272,-1.875627035,-3.916047767,-1.967341984,-1.170741439
1.711E+11,-3.08091211,0.212481108,-1.797711843,-2.989219804,-1.779239633,-1.123904721
1.711E+11,-3.157918826,-1.036297398,-1.897607654,-4.096839722,-2.053391777,-1.175953433
1.711E+11,-3.14664026,-0.627016397,-1.856104297,-3.060042508,-1.988859062,-1.173101715
1.711E+11,-3.178273039,-1.440362707,-1.891407248,-5.529309272,-2.043220292,-1.177057685
1.711E+11,-3.180794882,-1.387905273,-1.89379391,-5.093014883,-2.043160446,-1.174930891
1.711E+11,-3.176827238,-1.186790922,-1.881565736,-3.922419398,-1.991007495,-1.164891175
1.711E+11,-3.160214866,-1.292663997,-1.853433319,-4.041751122,-1.978149578,-1.156684999
1.711E+11,-3.18180945,-1.343573782,-1.903876989,-4.633364866,-2.029306565,-1.173851446
1.711E+11,-3.013319642,-0.492415562,-1.776033386,-1.159833551,-1.689391739,-1.128529714
1.711E+11,-3.183176418,-1.1472174,-1.896701484,-3.553251727,-2.015290817,-1.172393181
1.711E+11,-3.171476211,-0.222744778,-1.869451956,-1.730935969,-1.931817235,-1.168629152
1.711E+11,-3.1669922,-1.359453973,-1.900525697,-5.531287945,-2.062811176,-1.177024945
1.711E+11,-2.105000562,0.45199095,-1.271436005,-0.636527087,-0.871976055,-0.868068685
1.711E+11,-0.368984443,0.342689684,-0.508173328,0.420439974,0.011279975,-0.249288059
1.711E+11,-2.105312418,0.439355296,-1.219546739,-1.764718109,-0.926027068,-0.796606484
1.711E+11,-3.138312031,-0.753315439,-1.85889501,-4.042918811,-1.676991661,-1.118218057
1.711E+11,-3.053308524,-0.228067668,-1.808221694,-2.859067019,-1.878507727,-1.145502738
1.711E+11,-3.104037225,-0.564777749,-1.833116304,-2.731706715,-1.829958507,-1.139290284
1.711E+11,-3.116728855,-0.241761645,-1.841307997,-1.639434685,-1.87416308,-1.150445346
1.711E+11,-3.131700727,0.246025989,-1.826429246,-1.623351438,-1.756570055,-1.127209233
1.711E+11,-3.059786976,-0.240006663,-1.779230286,-2.68649406,-1.703711803,-1.111832929
1.711E+11,-3.185829514,-1.46290687,-1.911334645,-5.506864597,-2.050235802,-1.168665242
1.711E+11,-3.173022776,-1.460419129,-1.911465236,-5.958337253,-2.071469627,-1.175294586
1.711E+11,-3.182665222,-1.425957908,-1.909175713,-5.174996746,-2.080825397,-1.176756802
1.711E+11,-3.184046124,-1.455080486,-1.90777928,-6.08163842,-2.082224508,-1.172098354
1.711E+11,-3.178104517,-1.445819217,-1.904714022,-5.588717751,-2.074060917,-1.174795118
1.711E+11,-3.184429716,-1.409251729,-1.903378262,-5.189773729,-1.999204299,-1.172421228
1.711E+11,-3.179257151,-1.350400497,-1.900486691,-5.030711376,-2.004817818,-1.169720942
1.711E+11,-3.178924981,-1.183500971,-1.866312787,-4.42710649,-1.875707599,-1.15347003
1.711E+11,-3.18481804,-1.272183255,-1.904717558,-4.459507058,-2.000322322,-1.17296186
1.711E+11,-3.184519139,-1.435385277,-1.910718051,-6.201377837,-2.079169347,-1.176502448
1.711E+11,-3.186029518,-1.395814923,-1.887353193,-5.132845539,-1.945388021,-1.15624761
1.711E+11,-3.186679115,-1.006127254,-1.908289907,-3.797781922,-1.984452515,-1.17202474
1.711E+11,-3.186362691,-0.844152351,-1.899724119,-3.910523688,-2.030710874,-1.172551603
1.711E+11,-3.181996362,-0.500301932,-1.850440773,-3.063146469,-1.889912866,-1.153369638
1.711E+11,-3.186552382,-1.181244258,-1.901848782,-4.285565219,-2.017480874,-1.170568713
1.711E+11,-3.186616401,-1.233750535,-1.905950112,-3.933992594,-2.029665801,-1.175378006
1.711E+11,-3.186779261,-1.173359321,-1.910495386,-3.681159741,-2.047264311,-1.176726451
1.711E+11,-3.18622204,-1.004970744,-1.89838724,-3.407361812,-2.008500396,-1.168316511
1.711E+11,-3.182477435,-1.104392627,-1.897159364,-3.249384614,-1.960273305,-1.153410882
1.711E+11,-3.186049577,-0.995517854,-1.90327186,-3.424624188,-2.006279293,-1.175827571
1.711E+11,-3.165559355,-0.891959063,-1.885809722,-3.472148622,-1.979607617,-1.163258026
1.711E+11,-3.093879773,-0.373664428,-1.830999248,-2.374111209,-1.820445535,-1.135250601
1.711E+11,-3.038336273,0.444665377,-1.759647558,-1.433625328,-1.545902161,-1.093269796
1.711E+11,-2.794665773,0.998552367,-1.577362923,-1.414631995,-1.439328389,-1.019610598
1.711E+11,-2.968801294,0.41156467,-1.686616322,-1.333391856,-1.443812862,-1.072784703
1.711E+11,-1.033086054,-0.112042306,-0.914543687,-0.849091575,0.034527833,-0.236139125
1.711E+11,-3.141634558,-1.256039046,-1.877049378,-5.137742073,-1.972763691,-1.156260768
1.711E+11,-3.123332709,-0.786546052,-1.837990899,-3.650796113,-1.836783078,-1.147299145
1.711E+11,-2.954471282,0.507475059,-1.745355419,-1.88104554,-1.61756611,-1.104888875
1.711E+11,-3.172124828,-1.015647685,-1.83923496,-3.069261178,-1.851418388,-1.151043871
1.711E+11,-2.967120979,0.741206898,-1.710089384,-1.760106431,-1.562796254,-1.088707311
1.71001E+11,-2.962354185,-1.469420892,-1.911571333,-3.086677271,-1.576654636,-1.174647662
1.71001E+11,-3.057811105,-1.469199169,-1.911580612,-2.940210839,-1.519689622,-1.165323689
1.711E+11,-2.903949101,0.522931354,-1.636898698,-2.13792365,-1.485686655,-1.030762047
1.711E+11,-2.397613151,0.435556948,-1.285437629,-1.816682757,-1.019125907,-0.834529184
1.711E+11,-1.192826089,0.304049539,-0.852837104,0.58484018,-0.180044648,-0.403357771
1.711E+11,-3.163577201,-0.278083579,-1.851734972,-2.894294205,-1.898950697,-1.163627535
1.711E+11,-3.049173859,0.42724513,-1.772270808,-2.312767648,-1.752603302,-1.133597787
1.711E+11,-2.876014379,1.147033991,-1.641442573,-2.57551987,-1.584953093,-1.091731279
1.711E+11,-0.523660649,0.014161518,-0.630899656,1.115197115,0.378897444,0.112332724
1.711E+11,-3.131133992,-0.626142392,-1.838200991,-1.698028226,-1.737672141,-1.139665833
1.711E+11,-2.11070931,0.987312166,-1.169584067,-1.397718504,-0.977330054,-0.832933925
1.711E+11,-2.843480442,0.252505511,-1.698788112,-2.17006759,-1.532217785,-1.053878171
1.71001E+11,-3.169510673,-1.469088712,-1.911564606,-3.158403042,-2.004567156,-1.177119613
1.711E+11,-3.178420296,-1.261749147,-1.910535115,-4.271048551,-2.063158784,-1.177119613
1.711E+11,-3.186779261,-1.44314172,-1.909286629,-2.284285302,-2.083958022,-1.177119613
1.711E+11,-3.18641492,-1.426400911,-1.909672198,-4.481777142,-2.046699346,-1.177119613
1.711E+11,-3.18438516,-1.37240126,-1.901941541,-4.122692804,-2.032841349,-1.177119613
1.71001E+11,-3.185201837,-1.469445989,-1.911595135,-3.491438451,-1.99763503,-1.177119613
1.71001E+11,-3.184071719,-1.469544886,-1.911595295,-3.18869679,-2.007799658,-1.177119613
1.71001E+11,-3.184856073,-1.469544678,-1.911593121,-4.882254419,-2.043961581,-1.177119613
1.711E+11,-3.186715204,-1.277095316,-1.902817066,-4.889936682,-2.08726263,-1.177119613
1.711E+11,-3.186779261,-1.463748377,-1.908843922,-4.552910601,-2.08726263,-1.177119613
1.711E+11,-3.186623527,-1.447586842,-1.911593235,-3.805807657,-2.08726263,-1.177119613
1.711E+11,-3.186779261,-1.459824037,-1.911557442,-3.49259732,-2.08726263,-1.177119613
1.711E+11,-3.186779261,-1.455361013,-1.910824185,-2.977595206,-2.08726263,-1.177119613
1.711E+11,-3.186693893,-1.416155822,-1.911586274,-3.080948681,-2.08726263,-1.177119613
1.711E+11,-3.186779261,-1.458511584,-1.911575409,-4.035102528,-2.08726263,-1.177119613
1.711E+11,-3.186779261,-1.442358871,-1.908504116,-4.755760644,-2.08726263,-1.177119613
1.711E+11,-3.18628407,-1.406140614,-1.911424957,-3.487946919,-2.085639386,-1.177119613
1.711E+11,-3.186657935,-1.388449217,-1.904091215,-3.555326835,-2.074346469,-1.177119613
1.711E+11,-3.186779261,-1.44625224,-1.908925354,-5.309668474,-2.069075335,-1.177119613
1.711E+11,-3.186779261,-1.454458745,-1.911486324,-5.021078202,-2.086806516,-1.177119613
1.711E+11,-3.186779261,-1.458602339,-1.911264472,-4.556701514,-2.074078465,-1.177119613
1.711E+11,-3.186530474,-1.400662582,-1.908892185,-5.091945563,-2.087221308,-1.177119613
1.711E+11,-3.186721533,-1.396749291,-1.907728414,-4.72362138,-2.084516576,-1.177119613
1.711E+11,-3.175613614,-1.363295989,-1.904221422,-4.861902578,-2.064844734,-1.177119613
1.711E+11,-3.182077523,-1.436852786,-1.901345032,-4.925706233,-2.074785835,-1.177119613
1.711E+11,-3.181559887,-1.260390367,-1.890953923,-3.42899806,-2.072747458,-1.177119613
1.711E+11,-3.183599806,-1.301777482,-1.895658077,-3.188780701,-1.931191952,-1.177119613
1.711E+11,-3.186779261,-1.436343168,-1.908805401,-5.005655794,-2.00508237,-1.177119613
1.711E+11,-3.186713964,-1.457108725,-1.893847724,-4.840827153,-1.956285035,-1.177119613
1.711E+11,-3.186779261,-1.436683303,-1.908909108,-4.776611636,-1.995886306,-1.177119613
1.711E+11,-3.186779261,-1.445750717,-1.898866702,-4.401986377,-1.99542443,-1.177119613
1.711E+11,-3.186770183,-1.402876215,-1.900722509,-4.172264778,-1.952989889,-1.177119613
1.711E+11,-3.186779261,-1.407690333,-1.906551316,-4.295639407,-2.029946819,-1.177119613
1.711E+11,-3.186746442,-1.384571382,-1.905868575,-4.497021359,-1.964281772,-1.177119613
1.711E+11,-3.185524192,-1.403035183,-1.903688054,-4.333432418,-1.963310806,-1.177119613
1.711E+11,-3.146175118,-1.453000605,-1.91049686,-6.390618683,-2.085570465,-1.177119613
1.711E+11,-3.169915858,-1.428990465,-1.908261502,-6.070118394,-2.086538754,-1.177119613
1.711E+11,-3.185750142,-1.406808596,-1.911489303,-5.336570182,-1.999140263,-1.177119613
1.711E+11,-3.177702472,-1.428171266,-1.88915012,-5.243367985,-2.074681798,-1.177119613
1.711E+11,-3.177254199,-1.454946333,-1.911436141,-6.187633737,-2.08726263,-1.177119613
1.711E+11,-3.186767854,-1.462591862,-1.891176076,-6.033205517,-2.053364414,-1.177119613
1.711E+11,-3.18662966,-1.462043092,-1.906239739,-6.188595216,-2.07669622,-1.177119613
1.711E+11,-3.186779261,-1.463986927,-1.911515824,-6.366438984,-2.081142306,-1.177119613
1.711E+11,-3.184002619,-1.460940577,-1.911016074,-5.422132416,-2.080477148,-1.177119613
1.711E+11,-3.099318477,1.285504029,-1.864641492,-2.065049669,-1.848422093,-1.177119613
1.71001E+11,-3.181834795,-1.469530466,-1.911592168,-4.262754361,-2.011132543,-1.177119613
1.702E+11,-3.186779261,-1.469545126,-1.911595583,-4.325310822,-2.08726263,-1.176302573
1.702E+11,-3.186779261,-1.469545126,-1.911595583,-4.347610939,-2.087262628,-1.176050223
1.703E+11,-3.186768695,-1.469545126,-1.911595583,-6.170779673,-2.06018336,-1.17635308
1.708E+11,-3.181986982,-1.469535105,-1.911595583,-4.709901031,-2.0369718,-1.175310952
1.71001E+11,-3.186716759,-1.469541613,-1.911595583,-6.179063807,-2.08157624,-1.177022213
1.71001E+11,-3.186150431,-1.469545126,-1.911595583,-5.942853975,-2.054405163,-1.172726186
1.71001E+11,-3.170737019,-1.469496399,-1.911595583,-3.880330045,-1.960209681,-1.17711178
1.71001E+11,-3.166368644,-1.469499198,-1.911595583,-3.632430204,-1.976682656,-1.174793656
1.71001E+11,-3.183841994,-1.46954071,-1.911595583,-5.14646462,-1.981723691,-1.175703974
1.711E+11,-3.186660621,-1.398691814,-1.911595583,-4.743651216,-2.083281924,-1.177103565
1.711E+11,-3.186779261,-1.452002814,-1.911595583,-4.656528494,-2.073568081,-1.176305637
1.711E+11,-3.186779261,-1.443018193,-1.911595583,-4.742423339,-2.086389625,-1.177060677
1.711E+11,-3.186779261,-1.46214808,-1.911595583,-5.237302773,-2.086597804,-1.176970096
1.711E+11,-3.186767673,-1.450669387,-1.911595583,-4.738473472,-2.084621881,-1.177011908
1.711E+11,-3.186760056,-1.437745142,-1.911595583,-4.667455246,-2.075322845,-1.177094061
1.711E+11,-3.186724491,-1.446965863,-1.911595583,-5.145699505,-2.039325767,-1.176930874
1.711E+11,-3.186532818,-1.460256033,-1.911595583,-6.068562862,-2.046750566,-1.177119613
1.702E+11,-3.186779261,-1.469545126,-1.911595583,-3.939665123,-2.027963113,-1.177119613
1.71001E+11,-3.18119811,-1.469485373,-1.911595583,-4.880650106,-2.005400115,-1.177119613
1.71001E+11,-3.180428488,-1.469545126,-1.911595583,-5.630557972,-2.056722282,-1.177119613
1.702E+11,-3.186779261,-1.469545126,-1.911595583,-4.585912871,-2.08726263,-1.177119613
1.702E+11,-3.186779261,-1.469545126,-1.911595583,-4.48331355,-2.08726263,-1.177119613
1.702E+11,-3.186779261,-1.469545126,-1.911595583,-4.449507182,-2.08726263,-1.177119613
1.702E+11,-3.186779261,-1.469545126,-1.911595583,-4.546979886,-2.08726263,-1.177119613
1.702E+11,-3.186779261,-1.469545126,-1.911595583,-4.64655762,-2.08726263,-1.177119613
1.702E+11,-3.186779261,-1.469545126,-1.911595583,-4.935670903,-2.08726263,-1.177119613
1.702E+11,-3.186779261,-1.469545126,-1.911595583,-4.824022243,-2.08726263,-1.177119613
1.702E+11,-3.186779261,-1.469545126,-1.911595583,-4.096320672,-2.08726263,-1.177119613
1.702E+11,-3.186779261,-1.469545126,-1.911595583,-4.410174392,-2.08726263,-1.177119613
1.702E+11,-3.186779261,-1.469545126,-1.911595583,-5.176910264,-2.084686883,-1.177119613
1.702E+11,-3.186779261,-1.469545126,-1.911595583,-5.565382173,-2.08726263,-1.177119613
1.702E+11,-3.186777632,-1.469545126,-1.911595583,-5.307477761,-2.085602054,-1.177119613
1.702E+11,-3.186638247,-1.469545126,-1.911595583,-5.273283724,-2.086245531,-1.177119613
1.702E+11,-3.186779261,-1.469545126,-1.911595583,-5.210065083,-2.072716387,-1.177119613
1.702E+11,-3.186735203,-1.469545126,-1.911595583,-5.042045851,-2.076117304,-1.177119613
1.702E+11,-3.186779261,-1.469545126,-1.911595583,-5.318229428,-2.053542919,-1.177119613
1.702E+11,-3.186765377,-1.469545126,-1.911595583,-5.264215835,-2.085461557,-1.177119613
1.702E+11,-3.186779261,-1.469545126,-1.911595583,-5.695541536,-2.087258596,-1.177119613
1.703E+11,-3.18653205,-1.469545126,-1.911595583,-5.594277342,-2.074860456,-1.177119613
1.703E+11,-3.186779261,-1.469545126,-1.911595583,-5.481655824,-2.086799174,-1.177119613
1.703E+11,-3.186779261,-1.469545126,-1.911595583,-5.266698907,-2.051275159,-1.177119613
1.703E+11,-3.186740269,-1.469537823,-1.911595583,-4.568243533,-2.00505635,-1.177119613
1.703E+11,-3.186779261,-1.469545126,-1.911595583,-5.293227075,-2.057189639,-1.177119613
1.703E+11,-3.186779261,-1.469545126,-1.911595583,-5.253079827,-2.074257575,-1.177119613
1.703E+11,-3.186779261,-1.469545126,-1.911595583,-5.780819857,-2.077116374,-1.177119613
1.708E+11,-3.185769969,-1.469545126,-1.911595583,-5.278699607,-2.079137169,-1.177119613
1.708E+11,-3.181547212,-1.469542209,-1.911595583,-4.843460749,-2.038135246,-1.177119613
1.708E+11,-3.15787777,-1.469538234,-1.911595583,-3.339581572,-1.92566623,-1.177119613
1.708E+11,-3.186449223,-1.469541081,-1.911595583,-5.064041734,-2.024358604,-1.177119613
1.708E+11,-3.186549944,-1.469545051,-1.911595583,-4.654438707,-2.045767385,-1.177119613
1.708E+11,-3.185786078,-1.46952995,-1.911595583,-5.558504205,-2.044420154,-1.177119613
1.71001E+11,-3.186742652,-1.469446886,-1.911595583,-3.475752625,-1.995316087,-1.177119613
1.71001E+11,-3.186471715,-1.46954156,-1.911595583,-4.527223774,-2.028630756,-1.177119613
1.71001E+11,-3.186739533,-1.469545126,-1.911595583,-6.221721684,-2.08726263,-1.177119613
1.71001E+11,-3.186779261,-1.469545126,-1.911595583,-6.138684159,-2.08726263,-1.177119613
1.71001E+11,-3.185799587,-1.469545126,-1.911595583,-6.13678091,-2.086805163,-1.177119613
1.71001E+11,-3.186779261,-1.469545126,-1.911595583,-6.162010203,-2.08726263,-1.177119613
1.71001E+11,-3.186779261,-1.469539197,-1.911595583,-6.089289851,-2.08726263,-1.177119613
1.71001E+11,-3.186343716,-1.469545126,-1.911595583,-5.889537275,-2.085118786,-1.177119613
1.71001E+11,-3.185565001,-1.469512678,-1.911595583,-5.508987583,-2.022740197,-1.177119613
1.711E+11,-3.184885755,-1.467860574,-1.911595583,-4.170012501,-2.08726263,-1.177119613
1.711E+11,-3.186705007,-1.439156286,-1.911595583,-3.878370524,-2.08726263,-1.177119613
1.711E+11,-3.186488772,-1.438406132,-1.911595583,-4.346496805,-2.086998717,-1.177119613
1.711E+11,-3.186779261,-1.462604844,-1.911595583,-4.688593765,-2.08726263,-1.177119613
1.711E+11,-3.185471078,-1.422397649,-1.911595583,-4.741256921,-2.086941358,-1.177119613
1.711E+11,-3.186779261,-1.466814914,-1.911595583,-4.309397401,-2.08726263,-1.177119613
1.711E+11,-3.186779261,-1.451977378,-1.911595583,-4.39650744,-2.08726263,-1.177119613
1.711E+11,-3.186779261,-1.464012444,-1.911595583,-4.093111945,-2.08726263,-1.177119613
1.711E+11,-3.186779261,-1.459025704,-1.911595583,-4.122596479,-2.08477985,-1.177119613
1.711E+11,-3.186779261,-1.396904829,-1.911595583,-4.05768414,-2.08726263,-1.177119613
1.711E+11,-3.186779261,-1.459812176,-1.911595583,-4.651119659,-2.08726263,-1.177119613
1.711E+11,-3.186779261,-1.441207898,-1.911595583,-3.892241264,-2.08726263,-1.177119613
1.711E+11,-3.186287604,-1.451685461,-1.911595583,-3.932565107,-2.085539826,-1.177119613
1.711E+11,-3.186659027,-1.436278806,-1.911595583,-4.498489351,-2.087237251,-1.177119613
1.711E+11,-3.186250222,-1.331319633,-1.911595583,-3.791800578,-2.08726263,-1.177119613
1.711E+11,-3.186433013,-1.28392447,-1.911595583,-3.862060827,-2.08726263,-1.177119613
1.711E+11,-3.184128432,-1.305372585,-1.911595583,-3.742434125,-2.085670035,-1.177119613
1.711E+11,-3.18672182,-1.452062307,-1.911595583,-5.206166024,-2.08726263,-1.177119613
1.711E+11,-3.186779261,-1.453074689,-1.911595583,-5.745980139,-2.08726263,-1.177119613
1.711E+11,-3.186777867,-1.447491099,-1.911595583,-5.544086617,-2.08726263,-1.177119613
1.711E+11,-3.186779261,-1.462595996,-1.911595583,-5.190555175,-2.08726263,-1.177119613
1.711E+11,-3.186779261,-1.459709346,-1.911595583,-5.144794014,-2.086916277,-1.177119613
1.711E+11,-3.186779261,-1.443112581,-1.911595583,-4.862924159,-2.086719176,-1.177119613
1.711E+11,-3.186779261,-1.468128264,-1.911595583,-5.364436639,-2.087200957,-1.177119613
1.711E+11,-3.186779261,-1.450091307,-1.911595583,-4.694604708,-2.08347325,-1.177119613
1.711E+11,-3.186776859,-1.459958393,-1.911595583,-4.806290544,-2.086270324,-1.177119613
1.711E+11,-3.186759509,-1.413813882,-1.911595583,-3.978114915,-2.065350543,-1.177119613
1.711E+11,-3.186656533,-1.389117371,-1.911595583,-4.992353038,-2.054156718,-1.177119613
1.711E+11,-3.186693589,-1.446711853,-1.911595583,-5.209580788,-2.087262401,-1.177119613
1.711E+11,-3.183789907,-1.417117542,-1.911595583,-4.940146457,-2.08726263,-1.177119613
1.711E+11,-3.186414293,-1.431857469,-1.911595583,-4.961053278,-2.087036002,-1.177119613
1.711E+11,-3.186688409,-1.379167379,-1.911595583,-4.606264567,-2.072387983,-1.177119613
1.711E+11,-3.183184249,-1.458245817,-1.911595583,-6.468659402,-2.078683627,-1.177119613
1.711E+11,-3.186779261,-1.466030423,-1.911595583,-5.970454706,-2.081399347,-1.177119613
1.711E+11,-3.185434514,-1.404045605,-1.911595583,-5.385035691,-2.033747508,-1.177119613
1.711E+11,-3.186724443,-1.46091979,-1.911595583,-5.449619832,-2.038449743,-1.177119613
1.711E+11,-3.1853365,-1.283631214,-1.911595583,-4.871934566,-2.014303094,-1.177119613
1.711E+11,-3.177484433,-1.457181319,-1.911595583,-6.257614075,-2.08726263,-1.177119613
1.711E+11,-3.186779261,-1.462768114,-1.911595583,-6.236819035,-2.08726263,-1.177119613
1.711E+11,-3.186779261,-1.465382488,-1.911595583,-6.243979716,-2.08726263,-1.177119613
1.711E+11,-3.186779261,-1.465957497,-1.911595583,-6.238007003,-2.08726263,-1.177119613
1.711E+11,-3.176258449,-1.467368324,-1.911595583,-6.127171611,-2.087049309,-1.177119613
1.711E+11,-3.186779261,-1.45665502,-1.911595583,-6.285878971,-2.08726263,-1.177119613
1.711E+11,-3.186779261,-1.434920602,-1.911595583,-6.110140045,-2.08726263,-1.177119613
1.711E+11,-3.186779261,-1.430618427,-1.911595583,-6.064181523,-2.08726263,-1.177119613
1.711E+11,-3.186779261,-1.462680188,-1.911595583,-6.250615764,-2.08726263,-1.177119613
1.711E+11,-3.186779261,-1.460391891,-1.911595583,-5.737220811,-2.08726263,-1.177119613
1.711E+11,-3.147000132,-1.450365234,-1.911595583,-5.883046892,-2.08726263,-1.177119613
1.703E+11,-3.186698037,-1.469541224,-1.911595583,-3.604014423,-1.741024622,-1.177119613
1.703E+11,-3.18677141,-1.469545126,-1.911595583,-5.062520753,-2.044140913,-1.177119613
1.71001E+11,-3.186734238,-1.469456128,-1.911595583,-3.676395252,-2.024548281,-1.177119613
1.71001E+11,-3.17801678,-1.469543993,-1.911595583,-3.59648472,-1.951770699,-1.177119613