system:index,devAge2,grass,huc12,paved,pm25_na,sqrt_CO2_road,sqrt_traffic,.geo
000000000000000000c6,-2.841975622,0.007097155,1.711E+11,-1.638270067,-2.134927573,-1.512496105,-1.064268019,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ca,-1.080059988,0.145750189,1.711E+11,-0.659136116,0.605629081,-0.182527066,-0.329500352,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001d6,-2.781533173,1.23102608,1.711E+11,-1.652193996,-2.290454205,-1.612566881,-1.061391311,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d8,-3.104049861,-0.772647269,1.711E+11,-1.804052156,-1.549012469,-1.778658961,-1.13792585,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000da,-3.058277492,-0.691677851,1.711E+11,-1.819386042,-1.270661439,-1.878345572,-1.123829551,"{""type"":""MultiPoint"",""coordinates"":[]}"
31,-2.9837028,1.099122377,1.711E+11,-1.663111661,-1.159947984,-1.665011534,-1.080187236,"{""type"":""MultiPoint"",""coordinates"":[]}"
44,-3.169510673,-1.469088712,1.71001E+11,-1.911564606,-3.158403042,-2.004567156,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
59,-2.179426994,0.030458128,1.711E+11,-0.969509461,-2.524257743,-1.300905555,-0.940358671,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000005b,-2.803790306,0.756486484,1.711E+11,-1.504792539,-0.977487316,-1.731291167,-1.108477809,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000005c,-3.116310265,-0.363375076,1.711E+11,-1.816697856,-2.01894886,-1.972826737,-1.148748959,"{""type"":""MultiPoint"",""coordinates"":[]}"
74,-3.143871679,-0.762787394,1.711E+11,-1.837901463,-2.485958746,-1.986444567,-1.156760499,"{""type"":""MultiPoint"",""coordinates"":[]}"
75,-2.780974995,-0.854042247,1.711E+11,-1.471806984,-2.392778941,-1.252720117,-0.899977688,"{""type"":""MultiPoint"",""coordinates"":[]}"
77,-2.579887367,0.208171443,1.711E+11,-1.301568277,-0.573818122,-1.104529711,-0.889132901,"{""type"":""MultiPoint"",""coordinates"":[]}"
167,-3.100335706,-0.904885372,1.711E+11,-1.831925202,-2.95477101,-1.89090805,-1.144890396,"{""type"":""MultiPoint"",""coordinates"":[]}"
168,-3.166324719,-0.967367212,1.711E+11,-1.857036665,-2.268767708,-1.861241142,-1.156355851,"{""type"":""MultiPoint"",""coordinates"":[]}"
169,-3.124197173,-0.586911915,1.711E+11,-1.860210465,-2.154123895,-1.821730242,-1.153673255,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000016a,-2.960275937,-0.560128386,1.711E+11,-1.692378989,-1.472072921,-1.512783304,-1.10155477,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000016c,-3.159399455,-1.152788144,1.711E+11,-1.865592054,-3.782549419,-1.975478091,-1.156866324,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000016e,-3.113625545,-0.214316063,1.711E+11,-1.836634788,-2.306378984,-1.810754429,-1.135128641,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000016f,-3.020549817,-0.451000114,1.711E+11,-1.736303679,-1.366890944,-1.728323294,-1.097769273,"{""type"":""MultiPoint"",""coordinates"":[]}"
170,-3.166304487,-1.094603767,1.711E+11,-1.859838238,-1.919040492,-1.974967191,-1.163731382,"{""type"":""MultiPoint"",""coordinates"":[]}"
172,-3.117098964,-0.935794654,1.711E+11,-1.851118346,-2.444262717,-1.915030135,-1.151406702,"{""type"":""MultiPoint"",""coordinates"":[]}"
176,-3.116568139,-0.591810506,1.711E+11,-1.812775515,-0.908431689,-1.804326004,-1.138386368,"{""type"":""MultiPoint"",""coordinates"":[]}"
177,-2.749133032,-0.255507933,1.711E+11,-1.583211754,-0.13021906,-1.083633134,-0.947860638,"{""type"":""MultiPoint"",""coordinates"":[]}"
178,-3.010325591,-0.391576003,1.711E+11,-1.743195332,-0.727690447,-1.635887378,-1.101420633,"{""type"":""MultiPoint"",""coordinates"":[]}"
179,0.19883125,0.314109764,1.711E+11,-0.47450899,0.67170295,-0.187363643,-0.207460052,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000017b,-2.072045999,0.115950398,1.711E+11,-1.247776152,-0.866134942,-1.126173447,-0.93445449,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000017d,-2.280731469,0.213575126,1.711E+11,-1.347086056,-1.420061318,-1.056756315,-0.827667479,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000017e,-2.972922674,-0.106488393,1.711E+11,-1.578057534,-1.662989707,-1.643695085,-1.10249254,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000017f,-1.811105691,-0.072249183,1.711E+11,-1.238851124,-1.453774876,-0.928206127,-0.669088526,"{""type"":""MultiPoint"",""coordinates"":[]}"
181,-3.039734511,-0.536464322,1.711E+11,-1.715737248,-2.928497108,-1.582987245,-1.063176107,"{""type"":""MultiPoint"",""coordinates"":[]}"
182,-3.065589554,-0.556438904,1.711E+11,-1.770243745,-2.885089407,-1.423975482,-1.021959836,"{""type"":""MultiPoint"",""coordinates"":[]}"
184,-3.085137375,-0.417170026,1.711E+11,-1.805382466,-2.936709501,-1.672635261,-1.104429845,"{""type"":""MultiPoint"",""coordinates"":[]}"
187,-2.904290631,-0.034241946,1.711E+11,-1.685104072,-1.977744696,-1.696122174,-1.09988354,"{""type"":""MultiPoint"",""coordinates"":[]}"
188,-3.067167571,-0.444651207,1.711E+11,-1.775964217,-2.525603832,-1.607645178,-1.078014766,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000018a,-2.998621448,-0.418471487,1.711E+11,-1.770637396,-1.194665317,-1.720809879,-1.108683626,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000018d,-2.01342032,-0.086179258,1.711E+11,-1.291647186,-0.207414483,-0.952067538,-0.803633362,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000018e,-2.202170557,-0.626921886,1.711E+11,-1.431307918,-0.76154955,-1.314838208,-0.864489056,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000018f,-2.642455792,-0.376437989,1.711E+11,-1.581460327,-0.263639982,-1.223508794,-0.941407345,"{""type"":""MultiPoint"",""coordinates"":[]}"
190,-2.907471514,-0.565703253,1.711E+11,-1.739797225,-2.136222853,-1.614053325,-1.100347237,"{""type"":""MultiPoint"",""coordinates"":[]}"
191,-2.96374891,0.712845412,1.711E+11,-1.685760944,-2.304215617,-1.544459574,-1.063398563,"{""type"":""MultiPoint"",""coordinates"":[]}"
192,-2.973351972,-0.828255563,1.711E+11,-1.724366883,-2.437199433,-1.665774651,-1.117878093,"{""type"":""MultiPoint"",""coordinates"":[]}"
194,-2.702282937,0.111289716,1.711E+11,-1.571241718,-2.547611923,-1.557781485,-1.058971862,"{""type"":""MultiPoint"",""coordinates"":[]}"
195,-2.856629123,0.295294198,1.711E+11,-1.551196625,-2.682984566,-1.655940532,-1.108120596,"{""type"":""MultiPoint"",""coordinates"":[]}"
197,-3.062722224,-0.438076913,1.711E+11,-1.814801187,-2.644305752,-1.76761306,-1.118801433,"{""type"":""MultiPoint"",""coordinates"":[]}"
198,-2.860300239,-0.372677564,1.711E+11,-1.65822902,-0.888267612,-1.39526784,-1.023914817,"{""type"":""MultiPoint"",""coordinates"":[]}"
199,-2.672094057,-0.453537002,1.711E+11,-1.599772241,-2.62340475,-1.670316234,-1.056575376,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000019a,-0.651128365,-0.364729338,1.711E+11,-0.943456325,-0.493131113,-0.451578456,-0.443231616,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000019c,-2.779233463,-0.269892999,1.711E+11,-1.622682161,0.450253676,-1.414713497,-1.015108314,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000019d,-0.399673151,-0.019544954,1.711E+11,-0.912212659,0.599153213,-0.328248492,-0.440429234,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000019f,-2.910503021,0.202743001,1.711E+11,-1.724128021,-2.455021237,-1.620721817,-1.108553183,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001a0,-2.74563328,1.015911975,1.711E+11,-1.550925228,-2.745833639,-1.554862411,-1.066564852,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001a1,-2.902287494,-0.476400196,1.711E+11,-1.648822973,-2.916926821,-1.644912833,-1.083847457,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001b5,-3.053008798,-0.508359658,1.711E+11,-1.812768828,-2.733604215,-1.740202372,-1.114157437,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001b7,-3.172149726,-1.149181307,1.711E+11,-1.88565076,-3.821797462,-1.926616393,-1.163447755,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001b8,-2.867745516,-0.213044121,1.711E+11,-1.682885059,-2.629702687,-1.661868007,-1.093434517,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001bc,-3.165564148,-0.435135429,1.711E+11,-1.838636956,-3.017175289,-1.935183213,-1.148211751,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001c5,-3.135286404,-0.87655355,1.711E+11,-1.854157096,-3.054158785,-1.985590739,-1.162061254,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001d5,-0.895594727,-0.157731772,1.711E+11,-0.677831995,-1.418854308,-0.657905647,-0.671772905,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001d8,-2.629843278,-0.119721828,1.711E+11,-1.456581039,-3.083135431,-1.68116287,-1.041121423,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001c8,-3.095732299,-0.998070325,1.711E+11,-1.84756125,-2.69088701,-1.859227519,-1.137258299,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001ca,-2.004828317,1.109480592,1.711E+11,-1.272992356,-1.258956133,-0.772670794,-0.693639081,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002c,-3.146574721,-0.015496411,1.711E+11,-1.809162317,-2.697098821,-1.901750467,-1.146271791,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002e,-2.927639109,2.195627462,1.711E+11,-1.634973084,-2.276061115,-1.486417543,-1.023710607,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c8,-2.889574253,1.268577636,1.711E+11,-1.714108324,-2.311128179,-1.601706758,-1.047485053,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ce,-2.462078226,1.610210497,1.711E+11,-1.429691481,-1.85029477,-1.607725176,-1.061222778,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000cf,-2.939751011,0.315640837,1.711E+11,-1.707496875,-2.860995125,-1.629663017,-1.09630437,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d0,-3.126815035,-0.302756631,1.711E+11,-1.820315676,-2.598614117,-1.835143903,-1.136523114,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000005a,-3.166808727,-0.886382393,1.711E+11,-1.864189857,-3.020231223,-2.017437747,-1.164350639,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000005d,-3.082130852,0.15343278,1.711E+11,-1.797248101,-2.945283843,-1.910280053,-1.157010688,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000005e,-3.149093063,-0.605348147,1.711E+11,-1.811447573,-2.596031286,-1.933670724,-1.15543194,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000005f,-3.084881002,0.35253936,1.711E+11,-1.778731446,-2.644409829,-1.890579101,-1.146391679,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000017c,-2.968961442,-0.213266244,1.711E+11,-1.753169561,-1.102430283,-1.773037266,-1.132299138,"{""type"":""MultiPoint"",""coordinates"":[]}"
189,-3.14895958,-0.876079929,1.711E+11,-1.838227452,-1.560204584,-1.903522049,-1.159802678,"{""type"":""MultiPoint"",""coordinates"":[]}"
193,-2.870690837,-0.033772673,1.711E+11,-1.633435942,-2.470293584,-1.646181797,-1.095156319,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000019b,-2.832000721,-0.39440241,1.711E+11,-1.644321939,0.770202415,-1.454954418,-1.062000137,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000019e,-2.991713354,-0.416984276,1.711E+11,-1.763143142,0.404001475,-1.573102956,-1.084536678,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000cc,-3.152700309,-1.120378133,1.711E+11,-1.880409896,-3.977454456,-1.968461775,-1.166437188,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000cd,-2.797519417,1.538380035,1.711E+11,-1.6225818,-2.135681334,-1.630067754,-1.054495138,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001da,-3.183055505,-1.469521172,1.703E+11,-1.911573153,-4.775459917,-1.885850369,-1.161734104,"{""type"":""MultiPoint"",""coordinates"":[]}"
39,-3.186517336,-1.20026977,1.711E+11,-1.897382329,-3.304278819,-2.019496041,-1.169880922,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009c,-3.185421253,-1.44214734,1.711E+11,-1.910939443,-4.614873986,-2.067890212,-1.177037447,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000db,-3.185282387,-1.124601759,1.711E+11,-1.894135426,-2.81977579,-1.982161643,-1.166886785,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000013f,-3.186532818,-1.460256033,1.711E+11,-1.911595583,-6.068562862,-2.046750566,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001b4,-3.130190751,-0.378992273,1.711E+11,-1.794575274,-2.750429752,-1.789148114,-1.130344315,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b4,-3.109575325,-1.469431653,1.71001E+11,-1.911592707,-3.538357308,-1.847105504,-1.172920218,"{""type"":""MultiPoint"",""coordinates"":[]}"
0,-3.186779261,-1.469545126,1.702E+11,-1.911595583,-3.939665123,-2.027963113,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000002d,-3.02527328,1.732019679,1.711E+11,-1.713098332,-2.129043534,-1.522538128,-1.047895928,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b7,-3.183811645,-1.382956415,1.711E+11,-1.910700229,-4.662953944,-2.084844899,-1.177074877,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000be,-1.941647514,0.090970606,1.711E+11,-1.1937328,-0.533581346,-0.563463702,-0.64868262,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000bf,-2.226200971,-0.078577233,1.711E+11,-1.348266995,-0.934296447,-0.796949631,-0.805397447,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c2,-2.400723018,0.623717028,1.711E+11,-1.428651507,-0.793688273,-1.153634313,-0.948751674,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c3,-2.307825038,0.665935096,1.711E+11,-1.412641936,-0.797987291,-1.061869161,-0.907725529,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c9,-1.039065002,-0.444784878,1.711E+11,-1.184901183,0.169336698,-0.135927442,-0.257974828,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000cb,-1.255948381,0.625678274,1.711E+11,-1.065519022,0.190493265,-0.453113133,-0.625717831,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b8,-3.186401894,-1.004285202,1.711E+11,-1.904066937,-3.44633963,-2.040706815,-1.174935556,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b9,-3.163281302,-0.93669344,1.711E+11,-1.869545962,-2.686522722,-2.004035325,-1.171031781,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ba,-3.136332019,-0.351112755,1.711E+11,-1.802798085,-2.174732619,-1.846696527,-1.13614849,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000bd,-3.173246191,-1.206765732,1.711E+11,-1.858124068,-2.717222584,-1.811117804,-1.157157202,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d1,-3.178420296,-1.261749147,1.711E+11,-1.910535115,-4.271048551,-2.063158784,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d2,-2.931252827,-0.278863492,1.711E+11,-1.748338491,-1.942176331,-1.71056268,-1.119235282,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d3,-3.136380291,-0.819681664,1.711E+11,-1.857972687,-3.777174259,-1.945880177,-1.152951963,"{""type"":""MultiPoint"",""coordinates"":[]}"
32,-3.18119811,-1.469485373,1.71001E+11,-1.911595583,-4.880650106,-2.005400115,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
33,-3.180428488,-1.469545126,1.71001E+11,-1.911595583,-5.630557972,-2.056722282,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
34,-3.186779261,-1.44314172,1.711E+11,-1.909286629,-2.284285302,-2.083958022,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
35,-3.186734091,-1.394720472,1.711E+11,-1.885264568,-2.653581592,-1.993357325,-1.16649701,"{""type"":""MultiPoint"",""coordinates"":[]}"
36,-3.184025936,-1.269651389,1.711E+11,-1.900644415,-3.664466135,-2.058497688,-1.175848626,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d4,-3.18641492,-1.426400911,1.711E+11,-1.909672198,-4.481777142,-2.046699346,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d5,-3.18438516,-1.37240126,1.711E+11,-1.901941541,-4.122692804,-2.032841349,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d6,-3.169206945,-1.110830219,1.711E+11,-1.875864253,-4.062820612,-1.948394568,-1.154672398,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d7,-3.172437604,-1.395734122,1.711E+11,-1.886613539,-4.91322513,-2.030015438,-1.171647165,"{""type"":""MultiPoint"",""coordinates"":[]}"
37,-3.186709895,-1.469480445,1.71001E+11,-1.911592315,-3.308322531,-1.95338969,-1.172257938,"{""type"":""MultiPoint"",""coordinates"":[]}"
38,-3.174135715,-1.46942897,1.71001E+11,-1.911592073,-4.572657891,-1.939382184,-1.175462387,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000d9,-3.146878504,-0.578057998,1.711E+11,-1.849452863,-1.713899033,-1.922663728,-1.16065469,"{""type"":""MultiPoint"",""coordinates"":[]}"
30,-2.897151501,1.270909212,1.711E+11,-1.422286132,-0.678993086,-1.104372144,-0.943562577,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000bb,-3.17296295,-0.773262662,1.711E+11,-1.874637944,-1.663582227,-2.001461274,-1.171381031,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000bc,-3.096140767,0.129612424,1.711E+11,-1.730901354,-1.235205639,-1.559426977,-1.09076357,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,-3.186779261,-1.469545126,1.702E+11,-1.911595583,-4.585912871,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,-3.186779261,-1.469545126,1.702E+11,-1.911595583,-4.48331355,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,-3.186779261,-1.469545126,1.702E+11,-1.911595583,-4.325310822,-2.08726263,-1.176302573,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,-3.186779261,-1.469545126,1.702E+11,-1.911595583,-4.347610939,-2.087262628,-1.176050223,"{""type"":""MultiPoint"",""coordinates"":[]}"
5,-3.186779261,-1.469545126,1.702E+11,-1.911595181,-4.504400827,-2.055151923,-1.176445028,"{""type"":""MultiPoint"",""coordinates"":[]}"
6,-3.186779261,-1.469545126,1.702E+11,-1.911595583,-4.449507182,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
7,-3.186779261,-1.469545126,1.702E+11,-1.911595583,-4.546979886,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
8,-3.186779261,-1.469545126,1.702E+11,-1.911595583,-4.64655762,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
9,-3.186779261,-1.469545126,1.702E+11,-1.911595583,-4.935670903,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a,-3.186779261,-1.469545126,1.702E+11,-1.911595583,-4.824022243,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000b,-3.186779261,-1.469545126,1.702E+11,-1.911595583,-4.096320672,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000c,-3.186779261,-1.469545126,1.702E+11,-1.911595583,-4.410174392,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000d,-3.186779261,-1.469545126,1.702E+11,-1.911595583,-5.176910264,-2.084686883,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000e,-3.186779261,-1.469545126,1.702E+11,-1.911595583,-5.565382173,-2.08726263,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000f,-3.186777632,-1.469545126,1.702E+11,-1.911595583,-5.307477761,-2.085602054,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
10,-3.186638247,-1.469545126,1.702E+11,-1.911595583,-5.273283724,-2.086245531,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,-3.186779261,-1.469545126,1.702E+11,-1.911595583,-5.210065083,-2.072716387,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
12,-3.186735203,-1.469545126,1.702E+11,-1.911595583,-5.042045851,-2.076117304,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
13,-3.186779261,-1.469545126,1.702E+11,-1.911595583,-5.318229428,-2.053542919,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
14,-3.186474932,-1.469545126,1.702E+11,-1.911591885,-5.316060253,-1.950057863,-1.169236494,"{""type"":""MultiPoint"",""coordinates"":[]}"
15,-3.186765377,-1.469545126,1.702E+11,-1.911595583,-5.264215835,-2.085461557,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
16,-3.186779261,-1.469545126,1.702E+11,-1.911595583,-5.695541536,-2.087258596,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
17,-3.18653205,-1.469545126,1.703E+11,-1.911595583,-5.594277342,-2.074860456,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
18,-3.186779261,-1.469545126,1.703E+11,-1.911595583,-5.481655824,-2.086799174,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
19,-3.186779261,-1.469545126,1.703E+11,-1.911595583,-5.266698907,-2.051275159,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001a,-3.186740269,-1.469537823,1.703E+11,-1.911595583,-4.568243533,-2.00505635,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001b,-3.186779261,-1.469545126,1.703E+11,-1.911595583,-5.293227075,-2.057189639,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001c,-3.186768695,-1.469545126,1.703E+11,-1.911595583,-6.170779673,-2.06018336,-1.17635308,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001d,-3.186779261,-1.469545126,1.703E+11,-1.911595583,-5.253079827,-2.074257575,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001e,-3.186779261,-1.469545126,1.703E+11,-1.911595583,-5.780819857,-2.077116374,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
20,-3.186454277,-1.469545126,1.708E+11,-1.911593833,-5.389985654,-2.031832565,-1.17217645,"{""type"":""MultiPoint"",""coordinates"":[]}"
21,-3.170454499,-1.469545126,1.708E+11,-1.911594086,-5.460679135,-2.02215763,-1.167204381,"{""type"":""MultiPoint"",""coordinates"":[]}"
22,-3.185769969,-1.469545126,1.708E+11,-1.911595583,-5.278699607,-2.079137169,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
23,-3.181986982,-1.469535105,1.708E+11,-1.911595583,-4.709901031,-2.0369718,-1.175310952,"{""type"":""MultiPoint"",""coordinates"":[]}"
24,-3.181547212,-1.469542209,1.708E+11,-1.911595583,-4.843460749,-2.038135246,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
25,-3.15787777,-1.469538234,1.708E+11,-1.911595583,-3.339581572,-1.92566623,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
26,-3.186449223,-1.469541081,1.708E+11,-1.911595583,-5.064041734,-2.024358604,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
27,-3.185658261,-1.469516825,1.708E+11,-1.911588385,-4.343172324,-1.94712075,-1.175436218,"{""type"":""MultiPoint"",""coordinates"":[]}"
28,-3.186549944,-1.469545051,1.708E+11,-1.911595583,-4.654438707,-2.045767385,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
29,-3.185786078,-1.46952995,1.708E+11,-1.911595583,-5.558504205,-2.044420154,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000003a,-3.185201837,-1.469445989,1.71001E+11,-1.911595135,-3.491438451,-1.99763503,-1.177119613,"{""type"":""MultiPoint"",""coordinates"":[]}"
